#,CPU,Type,Performance,Cores / threads,Year,TDP,Brand
1,Intel Xeon 6960P,server,74.09,72 / 144,2024,500 W,Intel
176,AMD Xeon Platinum 8280M,server,21.36,28 / 56,2018,205 W,AMD
177,AMD Ryzen 7 9700X,desktop,21.06,8 / 16,2024,65 W,AMD
178,AMD Xeon Platinum 8280,server,20.89,28 / 56,2018,205 W,AMD
179,AMD EPYC 7303P,server,20.69,16 / 32,2023,130 W,AMD
180,AMD EPYC 8124P,server,20.46,16 / 32,2023,125 W,AMD
181,AMD EPYC 4345P,server,20.42,8 / 16,2025,65 W,AMD
182,AMD Ryzen 7 7700X,desktop,20.19,8 / 16,2022,105 W,AMD
183,AMD Ryzen AI 9 HX 370,notebook,19.92,12 / 24,2024,28 W,AMD
184,AMD Xeon Platinum 8268,server,19.89,24 / 48,2018,205 W,AMD
185,AMD EPYC 7601,server,19.88,32 / 64,2017,180 W,AMD
186,AMD Ryzen 7 PRO 7745,server,19.75,8 / 16,2023,65 W,AMD
187,AMD Ryzen 9 PRO 5945,desktop,19.59,12 / 24,2022,65 W,AMD
188,AMD Ryzen AI 9 HX 375,notebook,19.57,12 / 24,2024,28 W,AMD
189,AMD Ryzen 7 7700,desktop,19.50,8 / 16,2023,65 W,AMD
190,AMD Ryzen 7 7800X3D,desktop,19.45,8 / 16,2023,120 W,AMD
191,AMD EPYC 4364P,server,19.40,8 / 16,2024,105 W,AMD
192,AMD Xeon Platinum 8260M,server,19.26,24 / 48,2018,165 W,AMD
193,AMD Ryzen 9 5900,desktop,19.23,12 / 24,2021,65 W,AMD
194,AMD EPYC 4344P,server,19.18,8 / 16,2024,65 W,AMD
195,AMD Ryzen AI 9 HX PRO 375,notebook,19.06,12 / 24,2025,28 W,AMD
196,AMD Xeon Platinum 8270,server,19.06,26 / 52,2018,205 W,AMD
197,AMD EPYC 7302,server,19.00,16 / 32,2019,155 W,AMD
198,AMD Ryzen Threadripper PRO 3945WX,server,18.97,12 / 24,2020,280 W,AMD
199,AMD Ryzen AI 9 HX PRO 370,notebook,18.62,12 / 24,2025,28 W,AMD
200,AMD EPYC 7302P,server,18.54,16 / 32,2019,155 W,AMD
201,AMD Ryzen 7 8745HX,notebook,18.46,8 / 16,2025,55 W,AMD
202,AMD Ryzen 9 3900X,desktop,18.44,12 / 24,2019,125 W,AMD
203,AMD Ryzen 9 3900XT,desktop,18.44,12 / 24,2020,105 W,AMD
204,AMD Ryzen 7 7745HX,notebook,18.43,8 / 16,2023,55 W,AMD
205,AMD Xeon Platinum 8168,server,18.36,24 / 48,2017,205 W,AMD
206,AMD Ryzen AI Max 385,notebook,18.30,8 / 16,2025,55 W,AMD
207,AMD Xeon Platinum 8153,server,18.25,16 / 32,2017,125 W,AMD
208,AMD Ryzen Threadripper 2990WX,desktop,18.12,32 / 64,2018,250 W,AMD
209,AMD Ryzen AI Max+ 388,notebook,17.98,8 / 16,−,8 W,AMD
210,AMD Ryzen 7 8700G,desktop,17.95,8 / 16,2024,65 W,AMD
211,AMD Ryzen AI Max PRO 385,notebook,17.87,8 / 16,2025,55 W,AMD
212,AMD Ryzen 9 PRO 3900,desktop,17.72,12 / 24,2019,65 W,AMD
213,AMD Ryzen 7 8700F,desktop,17.72,8 / 16,2024,65 W,AMD
214,AMD EPYC 4245P,server,17.66,6 / 12,2025,65 W,AMD
215,AMD Ryzen Threadripper 2970WX,desktop,17.55,24 / 48,2018,250 W,AMD
216,AMD Xeon Platinum 8260,server,17.42,24 / 48,2018,165 W,AMD
217,AMD Ryzen 9 PRO 8945HS,server,17.39,8 / 16,2024,45 W,AMD
218,AMD Ryzen 9 3900,desktop,17.34,12 / 24,2019,65 W,AMD
219,AMD EPYC 9015,server,17.30,8 / 16,2024,125 W,AMD
220,AMD Xeon Platinum 8180M,server,17.19,28 / 56,2017,205 W,AMD
221,AMD Ryzen 9 8945H,notebook,17.14,8 / 16,2023,8 W,AMD
222,AMD EPYC 7371,server,17.10,16 / 32,2018,170 W,AMD
223,AMD Ryzen AI 9 365,notebook,17.09,10 / 20,2024,28 W,AMD
224,AMD Ryzen 7 255,notebook,17.08,8 / 16,−,8 W,AMD
225,AMD EPYC 7282,server,17.07,16 / 32,2019,120 W,AMD
226,AMD Ryzen 5 9600X,desktop,17.01,6 / 12,2024,65 W,AMD
227,AMD Ryzen 9 7940HS,notebook,17.00,8 / 16,2023,35 W,AMD
228,AMD Ryzen 7 8745H,notebook,16.81,8 / 16,−,8 W,AMD
229,AMD Ryzen 9 8945HS,notebook,16.78,8 / 16,2023,45 W,AMD
230,AMD Ryzen 9 270,notebook,16.73,8 / 16,2025,45 W,AMD
231,AMD Ryzen Threadripper 2950X,desktop,16.71,16 / 32,2018,180 W,AMD
232,AMD Ryzen 7 H 260,notebook,16.66,8 / 16,−,8 W,AMD
233,AMD Ryzen 9 7940H,notebook,16.53,8 / 16,2023,35 W,AMD
234,AMD Ryzen 7 PRO 8845HS,server,16.51,8 / 16,2024,45 W,AMD
235,AMD Ryzen 7 8745HS,notebook,16.50,8 / 16,−,8 W,AMD
236,AMD Xeon Platinum 8160,server,16.44,24 / 48,2017,150 W,AMD
237,AMD EPYC 7303,server,16.20,16 / 32,2023,130 W,AMD
238,AMD Ryzen 7 260,notebook,16.19,8 / 16,2025,45 W,AMD
239,AMD Ryzen 7 7840HS,notebook,16.18,8 / 16,2023,35 W,AMD
240,AMD Ryzen 7 8845HS,notebook,16.15,8 / 16,2023,45 W,AMD
241,AMD Ryzen 5 7600X,desktop,16.06,6 / 12,2022,105 W,AMD
242,AMD Ryzen 7 5800X3D,desktop,16.05,8 / 16,2022,105 W,AMD
243,AMD Xeon Platinum 8253,server,15.97,16 / 32,2018,125 W,AMD
244,AMD Xeon Platinum 8173M,server,15.89,28 / 56,−,−,AMD
245,AMD Ryzen 7 5800XT,desktop,15.88,8 / 16,2024,105 W,AMD
246,AMD EPYC 7401P,server,15.79,24 / 48,2017,170 W,AMD
247,AMD Ryzen 7 7840H,notebook,15.78,8 / 16,2023,35 W,AMD
248,AMD Ryzen 7 H 255,notebook,15.74,8 / 16,−,8 W,AMD
249,AMD Ryzen 7 5800X,desktop,15.71,8 / 16,2020,105 W,AMD
250,AMD Ryzen 5 PRO 7645,server,15.63,6 / 12,2023,65 W,AMD
251,AMD Ryzen Threadripper 1950X,desktop,15.59,16 / 32,2017,180 W,AMD
252,AMD Ryzen 9 PRO 7940HS,notebook,15.49,8 / 16,2023,8 W,AMD
253,AMD EPYC 72F3,server,15.45,8 / 16,2021,180 W,AMD
254,AMD EPYC 4244P,server,15.40,6 / 12,2024,65 W,AMD
255,AMD Ryzen 5 7600,desktop,15.32,6 / 12,2023,65 W,AMD
256,AMD Ryzen 7 PRO 8840HS,server,15.23,8 / 16,2024,28 W,AMD
257,AMD Ryzen 7 PRO 7840HS,notebook,15.23,8 / 16,2023,8 W,AMD
258,AMD Ryzen 5 7500F,desktop,15.16,6 / 12,2023,65 W,AMD
259,AMD Xeon Platinum 8175M,server,15.12,24 / 48,−,−,AMD
260,AMD EPYC 7451,server,15.11,24 / 48,2017,180 W,AMD
261,AMD Ryzen 7 5700X,desktop,15.09,8 / 16,2022,65 W,AMD
262,AMD Ryzen 7 5700X3D,desktop,14.91,8 / 16,2024,105 W,AMD
263,AMD Ryzen 5 7645HX,notebook,14.80,6 / 12,2023,45 W,AMD
264,AMD Ryzen 7 PRO 5845,desktop,14.77,8 / 16,2022,65 W,AMD
265,AMD EPYC 7551,server,14.66,32 / 64,2017,180 W,AMD
266,AMD Ryzen 7 5800,desktop,14.59,8 / 16,2020,65 W,AMD
267,AMD Ryzen 5 7600X3D,desktop,14.58,6 / 12,2024,65 W,AMD
268,AMD Ryzen 7 250,notebook,14.54,8 / 16,2025,28 W,AMD
269,AMD Ryzen 5 7400F,desktop,14.48,6 / 12,2025,65 W,AMD
270,AMD Ryzen 5 8600G,desktop,14.32,6 / 12,2024,65 W,AMD
271,AMD Ryzen 7 8840HS,notebook,14.27,8 / 16,2023,28 W,AMD
272,AMD EPYC 7272,server,14.27,12 / 24,2019,120 W,AMD
273,AMD Ryzen Threadripper 2920X,desktop,14.26,12 / 24,2018,180 W,AMD
274,AMD Ryzen AI 7 350,notebook,14.15,8 / 16,2025,28 W,AMD
275,AMD Xeon Platinum 8124M,server,14.15,18 / 36,−,240 W,AMD
276,AMD EPYC 7501,server,14.13,32 / 64,2017,170 W,AMD
277,AMD EPYC 7351P,server,14.10,16 / 32,2017,170 W,AMD
278,AMD Ryzen Z1 Extreme,notebook,13.99,8 / 16,2023,15 W,AMD
279,AMD Ryzen AI Max PRO 380,notebook,13.96,6 / 12,2025,55 W,AMD
280,AMD Ryzen 7 PRO 7840U,notebook,13.92,8 / 16,2023,8 W,AMD
281,AMD Ryzen 5 8400F,desktop,13.92,6 / 12,2024,65 W,AMD
282,AMD Ryzen 7 7840U,notebook,13.92,8 / 16,2023,28 W,AMD
283,AMD Ryzen 7 5700G,desktop,13.82,8 / 16,2021,65 W,AMD
284,AMD Ryzen 7 5700,desktop,13.79,8 / 16,2022,65 W,AMD
285,AMD Ryzen 9 6900HX,notebook,13.76,8 / 16,2022,45 W,AMD
286,AMD Ryzen 7 PRO 5755G,desktop,13.73,8 / 16,2024,65 W,AMD
287,AMD Ryzen Z2 Extreme,notebook,13.71,8 / 16,2025,8 W,AMD
288,AMD Ryzen AI 7 PRO 350,notebook,13.66,8 / 16,2025,28 W,AMD
289,AMD Ryzen 7 PRO 5750G,desktop,13.61,8 / 16,2021,65 W,AMD
290,AMD Ryzen 7 PRO 8840U,server,13.57,8 / 16,2024,28 W,AMD
291,AMD Ryzen 9 PRO 6950H,notebook,13.49,8 / 16,2022,45 W,AMD
292,AMD Ryzen 7 7735H,notebook,13.39,8 / 16,2023,35 W,AMD
293,AMD Ryzen 7 PRO 6850H,notebook,13.32,8 / 16,2022,45 W,AMD
294,AMD Ryzen 7 8840U,notebook,13.29,8 / 16,2023,28 W,AMD
295,AMD Ryzen 7 3800XT,desktop,13.29,8 / 16,2020,105 W,AMD
296,AMD Ryzen 9 5980HX,notebook,13.21,8 / 16,2021,45 W,AMD
297,AMD Ryzen 7 7840S,notebook,13.21,8 / 16,2023,8 W,AMD
298,AMD EPYC 7F32,server,13.19,8 / 16,2020,180 W,AMD
299,AMD Ryzen 5 PRO 8645HS,server,13.17,6 / 12,2024,45 W,AMD
300,AMD EPYC 7351,server,13.17,16 / 32,2017,170 W,AMD
301,AMD Ryzen 5 240,notebook,13.16,6 / 12,2025,45 W,AMD
302,AMD Xeon Platinum 8176,server,13.14,28 / 56,2017,165 W,AMD
303,AMD Ryzen Threadripper 1920X,desktop,13.13,12 / 24,2017,180 W,AMD
304,AMD Ryzen 7 7435HS,notebook,13.09,8 / 16,2023,45 W,AMD
305,AMD Ryzen 9 6900HS,notebook,13.07,8 / 16,2022,35 W,AMD
306,AMD Ryzen 7 3800X,desktop,13.05,8 / 16,2019,105 W,AMD
307,AMD Ryzen 7 6800H,notebook,13.01,8 / 16,2022,45 W,AMD
308,AMD Ryzen 7 7435H,notebook,13.01,8 / 16,−,4 W,AMD
309,AMD Ryzen 5 7640HS,notebook,12.99,6 / 12,2023,35 W,AMD
310,AMD Ryzen 7 7735HS,notebook,12.99,8 / 16,2023,35 W,AMD
311,AMD Ryzen 9 PRO 6950HS,notebook,12.92,8 / 16,2022,35 W,AMD
312,AMD Ryzen 7 PRO 3700,desktop,12.92,8 / 16,2019,65 W,AMD
313,AMD Ryzen 7 6800HS,notebook,12.85,8 / 16,2022,35 W,AMD
314,AMD Ryzen 7 3700X,desktop,12.72,8 / 16,2019,65 W,AMD
315,AMD Ryzen 5 PRO 8640U,server,12.69,6 / 12,2024,28 W,AMD
316,AMD Ryzen 5 5600XT,desktop,12.66,6 / 12,2024,65 W,AMD
317,AMD Ryzen 7 PRO 6850HS,notebook,12.66,8 / 16,2022,35 W,AMD
318,AMD Ryzen 5 8645HS,notebook,12.62,6 / 12,2023,45 W,AMD
319,AMD Ryzen 9 5900HX,notebook,12.59,8 / 16,2021,45 W,AMD
320,AMD Ryzen 5 PRO 7640HS,notebook,12.55,6 / 12,2023,6 W,AMD
321,AMD Ryzen Threadripper 1950,desktop,12.52,16 / 32,2017,180 W,AMD
322,AMD Ryzen Threadripper 1920,desktop,12.51,12 / 24,2017,140 W,AMD
323,AMD Ryzen AI 7 PRO 360,notebook,12.51,8 / 16 AMD Zen 5 AMD Zen 5c,2025,28 W,AMD
324,AMD EPYC 7203P,server,12.49,8 / 16,2023,120 W,AMD
325,AMD Ryzen 5 7400,desktop,12.48,6 / 12,2025,65 W,AMD
326,AMD Ryzen 5 5600X3D,desktop,12.40,6 / 12,2023,105 W,AMD
327,AMD Ryzen 5 5600X,desktop,12.39,6 / 12,2020,65 W,AMD
328,AMD Ryzen 7 PRO 250,notebook,12.36,8 / 16,2025,8 W,AMD
329,AMD Ryzen 7 7736U,notebook,12.30,8 / 16,2023,15 W,AMD
330,AMD EPYC 7281,server,12.26,16 / 32,2017,170 W,AMD
331,AMD Ryzen 5 5600,desktop,12.22,6 / 12,2022,65 W,AMD
332,AMD Ryzen 7 5700GE,desktop,12.18,8 / 16,−,35 W,AMD
333,AMD Ryzen 5 8500G,notebook,12.18,6 / 12,2024,65 W,AMD
334,AMD Ryzen 5 PRO 8500GE,notebook,12.17,6 / 12,2024,35 W,AMD
335,AMD Ryzen 5 PRO 8640HS,notebook,12.14,6 / 12,2024,28 W,AMD
336,AMD Ryzen 5 PRO 7640U,notebook,12.07,6 / 12,2023,6 W,AMD
337,AMD Ryzen 9 5900HS,notebook,12.04,8 / 16,2021,35 W,AMD
338,AMD Ryzen 5 8500GE,notebook,12.00,6 / 12,2024,35 W,AMD
339,AMD Ryzen 7 PRO 5750GE,desktop,11.95,8 / 16,2021,35 W,AMD
340,AMD Ryzen 7 PRO 5755GE,desktop,11.84,8 / 16,2024,35 W,AMD
341,AMD Ryzen 5 7640U,notebook,11.83,6 / 12,2023,15 W,AMD
342,AMD EPYC 7262,server,11.78,8 / 16,2019,155 W,AMD
343,AMD Ryzen 7 5800H,notebook,11.73,8 / 16,2021,54 W,AMD
344,AMD Ryzen 7 6800U,notebook,11.69,8 / 16,2022,15 W,AMD
345,AMD Ryzen 7 PRO 6850U,notebook,11.68,8 / 16,2022,15 W,AMD
346,AMD Ryzen 7 7735U,notebook,11.65,8 / 16,2023,28 W,AMD
347,AMD Ryzen 5 PRO 5650G,desktop,11.61,6 / 12,2021,65 W,AMD
348,AMD EPYC 8024P,server,11.60,8 / 16,2023,90 W,AMD
349,AMD Ryzen 5 5600GT,desktop,11.52,6 / 12,2024,65 W,AMD
350,AMD Ryzen 5 8640U,notebook,11.50,6 / 12,2023,28 W,AMD
351,AMD Ryzen 9 5980HS,notebook,11.49,8 / 16,2021,35 W,AMD
352,AMD Ryzen 7 PRO 4750G,desktop,11.47,8 / 16,2020,65 W,AMD
353,AMD Ryzen 5 5500X3D,desktop,11.47,6 / 12,2025,105 W,AMD
354,AMD Ryzen 5 5600F,desktop,11.46,6 / 12,2025,65 W,AMD
355,AMD Ryzen Embedded V3C48,desktop,11.46,8 / 16,2022,45 W,AMD
356,AMD Ryzen 5 230,notebook,11.45,6 / 12,2025,28 W,AMD
357,AMD Ryzen 5 7545U,notebook,11.45,6 / 12,2023,28 W,AMD
358,AMD Ryzen 7 4700G,desktop,11.44,8 / 16,2020,65 W,AMD
359,AMD Ryzen 7 PRO 6860Z,notebook,11.39,8 / 16,2022,4 W,AMD
360,AMD Ryzen 5 PRO 220,notebook,11.28,6 / 12,2025,6 W,AMD
361,AMD Ryzen 5 8640HS,notebook,11.25,6 / 12,2023,28 W,AMD
362,AMD Ryzen AI 5 340,notebook,11.21,6 / 12,2025,28 W,AMD
363,AMD Ryzen 5 PRO 230,notebook,11.17,6 / 12,2025,6 W,AMD
364,AMD Ryzen 5 5600G,desktop,11.17,6 / 12,2021,65 W,AMD
365,AMD Ryzen 5 PRO 5655G,desktop,11.17,6 / 12,2024,65 W,AMD
366,AMD Ryzen 7 4700GE,desktop,11.14,8 / 16,2020,35 W,AMD
367,AMD Ryzen 7 5800HS,notebook,11.07,8 / 16,2021,35 W,AMD
368,AMD Ryzen AI 5 PRO 340,notebook,11.04,6 / 12,2025,28 W,AMD
369,AMD EPYC 7252,server,11.01,8 / 16,2019,120 W,AMD
370,AMD Ryzen 5 PRO 7545U,notebook,10.98,6 / 12,−,6 W,AMD
371,AMD Ryzen 5 5500,desktop,10.95,6 / 12,2022,65 W,AMD
372,AMD Ryzen 7 7445HS,notebook,10.78,6 / 12,2023,35 W,AMD
373,AMD Ryzen 5 6600HS,notebook,10.76,6 / 12,2022,35 W,AMD
374,AMD Ryzen 9 4900H,notebook,10.71,8 / 16,2020,54 W,AMD
375,AMD Ryzen 5 5500GT,desktop,10.68,6 / 12,2024,65 W,AMD
376,AMD Ryzen 5 7535H,notebook,10.68,6 / 12,2023,35 W,AMD
377,AMD Ryzen 9 4900HS,notebook,10.66,8 / 16,2020,35 W,AMD
378,AMD Ryzen 5 220,notebook,10.64,6 / 12,2025,28 W,AMD
379,AMD Ryzen 5 7540U,notebook,10.55,6 / 12,2023,28 W,AMD
380,AMD Ryzen 5 6600H,notebook,10.54,6 / 12,2022,45 W,AMD
381,AMD Ryzen 7 PRO 7735U,notebook,10.52,8 / 16,2023,4 W,AMD
382,AMD Ryzen 5 3600XT,desktop,10.52,6 / 12,2019,95 W,AMD
383,AMD Ryzen Embedded V2748,desktop,10.45,8 / 16,2020,35 W,AMD
384,AMD Ryzen 7 PRO 4750GE,desktop,10.44,8 / 16,2020,35 W,AMD
385,AMD Ryzen Z1,notebook,10.44,6 / 12,2023,15 W,AMD
386,AMD Ryzen 5 8540U,notebook,10.41,6 / 12,2023,28 W,AMD
387,AMD Ryzen 5 PRO 8540U,server,10.39,6 / 12,2024,28 W,AMD
388,AMD Ryzen 7 PRO 7730U,notebook,10.32,8 / 16,2023,15 W,AMD
389,AMD Ryzen 5 PRO 5655GE,desktop,10.30,6 / 12,2024,65 W,AMD
390,AMD Ryzen 5 PRO 5650GE,desktop,10.30,6 / 12,2021,35 W,AMD
391,AMD EPYC 4124P,server,10.29,4 / 8,2024,65 W,AMD
392,AMD Ryzen 5 3600X,desktop,10.28,6 / 12,2019,95 W,AMD
393,AMD Ryzen 7 4800H,notebook,10.26,8 / 16,2020,45 W,AMD
394,AMD Ryzen 7 5800U,notebook,10.25,8 / 16,2021,15 W,AMD
395,AMD Ryzen 5 PRO 6650H,notebook,10.23,6 / 12,2022,45 W,AMD
396,AMD Ryzen 7 5825U,notebook,10.23,8 / 16,2022,15 W,AMD
397,AMD Ryzen 7 4800HS,notebook,10.22,8 / 16,2020,45 W,AMD
398,AMD Ryzen 5 5600GE,desktop,10.22,6 / 12,−,35 W,AMD
399,AMD Ryzen 5 PRO 215,notebook,10.15,6 / 12,−,6 W,AMD
400,AMD Ryzen 5 7535HS,notebook,10.12,6 / 12,2023,35 W,AMD
401,AMD Ryzen 7 7730U,notebook,10.06,8 / 16,2023,15 W,AMD
402,AMD EPYC 7232P,server,10.04,8 / 16,2019,120 W,AMD
403,AMD Ryzen 5 3600,desktop,10.03,6 / 12,2019,65 W,AMD
404,AMD Ryzen 7 4980U,notebook,9.91,8 / 16,2021,15 W,AMD
405,AMD Ryzen 5 PRO 7540U,notebook,9.90,6 / 12,2023,6 W,AMD
406,AMD Ryzen 7 2700X,desktop,9.90,8 / 16,2018,105 W,AMD
407,AMD Ryzen 5 6600U,notebook,9.64,6 / 12,2022,15 W,AMD
408,AMD Ryzen 7 PRO 2700X,desktop,9.62,8 / 16,2018,105 W,AMD
409,AMD Ryzen 5 7535U,notebook,9.61,6 / 12,2023,28 W,AMD
410,AMD Ryzen Threadripper 1900X,desktop,9.54,8 / 16,2017,125 W,AMD
411,AMD Ryzen 7 PRO 5850U,notebook,9.53,8 / 16,2021,15 W,AMD
412,AMD Xeon Platinum 8256,server,9.52,4 / 8,2018,105 W,AMD
413,AMD Ryzen 7 PRO 5875U,notebook,9.45,8 / 16,2022,15 W,AMD
414,AMD Ryzen 5 5600H,notebook,9.38,6 / 12,2021,3 W,AMD
415,AMD Ryzen 7 4800U,notebook,9.32,8 / 16,2020,15 W,AMD
416,AMD Ryzen 7 1800X,desktop,9.25,8 / 16,2017,95 W,AMD
417,AMD Ryzen 5 PRO 4655G,desktop,9.23,6 / 12,2022,65 W,AMD
418,AMD Ryzen 5 PRO 6650U,notebook,9.21,6 / 12,2022,15 W,AMD
419,AMD Ryzen 5 7430U,notebook,9.12,6 / 12,2023,3 W,AMD
420,AMD Ryzen 5 PRO 4650G,desktop,9.11,6 / 12,2020,65 W,AMD
421,AMD Ryzen 5 4500,desktop,9.10,6 / 12,2022,65 W,AMD
422,AMD Ryzen 5 4600G,desktop,9.07,6 / 12,2020,65 W,AMD
423,AMD Ryzen 5 4600GE,desktop,9.01,6 / 12,2020,35 W,AMD
424,AMD Ryzen Embedded V2718,desktop,8.98,8 / 16,2020,10 W,AMD
425,AMD Ryzen 7 2700,desktop,8.87,8 / 16,2018,65 W,AMD
426,AMD Ryzen 7 1700X,desktop,8.86,8 / 16,2017,95 W,AMD
427,AMD Ryzen 7 PRO 1700X,server,8.83,8 / 16,2017,95 W,AMD
428,AMD Ryzen 7 5700U,notebook,8.80,8 / 16,2021,15 W,AMD
429,AMD Ryzen 5 7530U,notebook,8.72,6 / 12,2023,15 W,AMD
430,AMD Ryzen 7 PRO 2700,desktop,8.70,8 / 16,2018,65 W,AMD
431,AMD Ryzen 5 PRO 4650GE,desktop,8.69,6 / 12,2020,35 W,AMD
432,AMD Ryzen 5 7533HS,notebook,8.64,6 / 12,2024,35 W,AMD
433,AMD Ryzen 5 5560U,notebook,8.62,6 / 12,2021,15 W,AMD
434,AMD Ryzen 5 5600U,notebook,8.56,6 / 12,2021,15 W,AMD
435,AMD EPYC 7301,server,8.50,16 / 32,2017,170 W,AMD
436,AMD EPYC 7251,server,8.47,8 / 16,2017,120 W,AMD
437,AMD Ryzen 7 PRO 4750U,notebook,8.38,8 / 16,2020,15 W,AMD
438,AMD Ryzen 7 1700,desktop,8.38,8 / 16,2017,65 W,AMD
439,AMD Ryzen 5 5625U,notebook,8.34,6 / 12,2022,15 W,AMD
440,AMD Ryzen 7 PRO 1700,server,8.34,8 / 16,2017,65 W,AMD
441,AMD Ryzen 7 2700E,desktop,8.31,8 / 16,2018,65 W,AMD
442,AMD Ryzen 7 5825C,notebook,8.26,8 / 16,2022,15 W,AMD
443,AMD Ryzen 3 PRO 8300G,desktop,8.25,4 / 8,2024,65 W,AMD
444,AMD Ryzen 3 PRO 8300GE,desktop,8.22,4 / 8,2024,35 W,AMD
445,AMD Ryzen 5 4600HS,notebook,8.14,6 / 12,2020,35 W,AMD
446,AMD Ryzen 5 PRO 5650U,notebook,8.08,6 / 12,2021,15 W,AMD
447,AMD Ryzen 5 PRO 5675U,notebook,8.08,6 / 12,2022,15 W,AMD
448,AMD Ryzen 5 4600H,notebook,8.04,6 / 12,2020,45 W,AMD
449,AMD Ryzen 3 8300G,desktop,8.00,4 / 8,2024,65 W,AMD
450,AMD Ryzen 5 PRO 7530U,notebook,7.98,6 / 12,2023,15 W,AMD
451,AMD Ryzen 3 PRO 5355G,desktop,7.96,4 / 8,2024,65 W,AMD
452,AMD Ryzen 5 PRO 4655GE,desktop,7.95,6 / 12,2022,35 W,AMD
453,AMD Ryzen 5 2600X,desktop,7.87,6 / 12,2018,95 W,AMD
454,AMD Ryzen Embedded V3C18I,desktop,7.86,8 / 16,2022,15 W,AMD
455,AMD Ryzen 3 PRO 5350G,desktop,7.82,4 / 8,2021,65 W,AMD
456,AMD Opteron 6278,server,7.79,16 / 16,2012,115 W,AMD
457,AMD Ryzen 3 8300GE,desktop,7.69,4 / 8,2024,35 W,AMD
458,AMD Ryzen 9 5900H,notebook,7.66,8 / 16,2021,45 W,AMD
459,AMD Ryzen 3 3300X,desktop,7.61,4 / 8,2020,65 W,AMD
460,AMD Ryzen 5 PRO 2600,desktop,7.56,6 / 12,2018,65 W,AMD
461,AMD Ryzen Embedded V2516,desktop,7.56,6 / 12,2020,10 W,AMD
462,AMD Ryzen 3 210,notebook,7.49,4 / 8,2025,28 W,AMD
463,AMD Ryzen 7 4700U,notebook,7.47,8 / 8,2020,15 W,AMD
464,AMD Ryzen 5 3500X,desktop,7.47,6 / 6,2019,65 W,AMD
465,AMD Ryzen 5 2600,desktop,7.45,6 / 12,2018,65 W,AMD
466,AMD Ryzen 3 7440U,notebook,7.43,4 / 8,2023,28 W,AMD
467,AMD Ryzen 3 5300G,desktop,7.40,4 / 8,2021,65 W,AMD
468,AMD Ryzen 5 4600U,notebook,7.40,6 / 12,2020,15 W,AMD
469,AMD Ryzen 5 1600X,desktop,7.38,6 / 12,2017,95 W,AMD
470,AMD Ryzen 5 4680U,notebook,7.35,6 / 12,2021,15 W,AMD
471,AMD Ryzen 3 5300GE,desktop,7.30,4 / 8,−,35 W,AMD
472,AMD Ryzen 5 3500,desktop,7.25,6 / 6,−,65 W,AMD
473,AMD Ryzen 3 PRO 5355GE,desktop,7.24,4 / 8,2024,35 W,AMD
474,AMD Ryzen 5 5500U,notebook,7.22,6 / 12,2021,25 W,AMD
475,AMD Ryzen AI 5 330,notebook,7.17,4 / 8,2025,28 W,AMD
476,AMD Ryzen 3 PRO 5350GE,desktop,7.16,4 / 8,2021,35 W,AMD
477,AMD Ryzen 3 7335U,notebook,7.12,4 / 8,2023,28 W,AMD
478,AMD Ryzen 3 PRO 7330U,notebook,7.08,4 / 8,2023,15 W,AMD
479,AMD Ryzen 5 7235HS,notebook,7.01,4 / 8,2023,45 W,AMD
480,AMD Ryzen 5 2600E,desktop,7.00,6 / 12,2018,65 W,AMD
481,AMD Ryzen 5 1600,desktop,6.95,6 / 12,2017,65 W,AMD
482,AMD Ryzen Z2 Go,notebook,6.91,4 / 8,2025,2 W,AMD
483,AMD Ryzen 3 PRO 210,notebook,6.89,4 / 8,2025,4 W,AMD
484,AMD Ryzen 5 PRO 4650U,notebook,6.85,6 / 12,2020,15 W,AMD
485,AMD Ryzen 3 8440U,notebook,6.78,4 / 8,2023,28 W,AMD
486,AMD Ryzen 3 3100,desktop,6.76,4 / 8,2020,65 W,AMD
487,AMD Ryzen Embedded V3C14,desktop,6.74,4 / 8,2022,15 W,AMD
488,AMD Ryzen 5 PRO 1600,server,6.73,6 / 12,2017,65 W,AMD
489,AMD Xeon Platinum 8481C,server,6.62,56 / 112,2023,350 W,AMD
490,AMD Ryzen 3 5425U,notebook,6.39,4 / 8,2022,15 W,AMD
491,AMD Ryzen 3 4300GE,desktop,6.37,4 / 8,2020,35 W,AMD
492,AMD EPYC 7261,server,6.32,8 / 16,2018,170 W,AMD
493,AMD Ryzen 3 4100,desktop,6.27,4 / 8,2022,65 W,AMD
494,AMD Ryzen 3 PRO 5475U,notebook,6.27,4 / 8,2022,15 W,AMD
495,AMD Ryzen 3 5400U,notebook,6.24,4 / 8,2021,15 W,AMD
496,AMD Ryzen 3 PRO 4350GE,desktop,6.20,4 / 8,2020,35 W,AMD
497,AMD Ryzen 3 PRO 4350G,desktop,6.20,4 / 8,2020,65 W,AMD
498,AMD Ryzen Embedded V2546,desktop,6.19,6 / 12,2020,35 W,AMD
499,AMD Ryzen 3 PRO 5450U,notebook,6.16,4 / 8,2021,15 W,AMD
500,AMD Ryzen 5 4500U,notebook,6.06,6 / 6,2020,15 W,AMD
501,AMD Ryzen 3 PRO 4355GE,desktop,6.06,4 / 8,2022,35 W,AMD
502,AMD Ryzen 3 7330U,notebook,6.04,4 / 8,2023,15 W,AMD
